structId,sortId,name,description,area,category,skill,tier,tierName,completionPercent,skills,wikiNotes
,1257,Obtain 35 Million Slayer XP,Obtain 35 million experience in your Slayer skill.,General,,,4,Elite,NaN,SLAYER 99,99 Slayer
,1258,Obtain 35 Million Smithing XP,Obtain 35 million experience in your Smithing skill.,General,,,4,Elite,NaN,SMITHING 99,99 Smithing
,1259,Obtain 35 Million Thieving XP,Obtain 35 million experience in your Thieving skill.,General,,,4,Elite,NaN,THIEVING 99,99 Thieving
,1260,Obtain 35 Million Woodcutting XP,Obtain 35 million experience in your Woodcutting skill.,General,,,4,Elite,NaN,WOODCUTTING 99,99 Woodcutting
,1261,Obtain 35 Million XP in 3 non-combat skills,"Obtain 35 million experience in 3 different skills excluding Attack, Strength, Defence, Magic, Ranged and Hitpoints.",General,,,4,Elite,NaN,,
,1262,Obtain 35 Million XP in a combat skill,"Obtain 35 million experience in either Attack, Strength, Defence, Magic, Ranged or Hitpoints.",General,,,4,Elite,NaN,,
,1263,Obtain 50 Million Agility XP,Obtain 50 million experience in your Agility skill.,General,,,4,Elite,NaN,AGILITY 99,99 Agility
,1264,Obtain 50 Million Attack XP,Obtain 50 million experience in your Attack skill.,General,,,4,Elite,NaN,ATTACK 99,99 Attack
,1265,Obtain 50 Million Construction XP,Obtain 50 million experience in your Construction skill.,General,,,4,Elite,NaN,CONSTRUCTION 99,99 Construction
,1266,Obtain 50 Million Cooking XP,Obtain 50 million experience in your Cooking skill.,General,,,4,Elite,NaN,COOKING 99,99 Cooking
,1267,Obtain 50 Million Crafting XP,Obtain 50 million experience in your Crafting skill.,General,,,4,Elite,NaN,CRAFTING 99,99 Crafting
,1268,Obtain 50 Million Defence XP,Obtain 50 million experience in your Defence skill.,General,,,4,Elite,NaN,DEFENCE 99,99 Defence
,1269,Obtain 50 Million Farming XP,Obtain 50 million experience in your Farming skill.,General,,,4,Elite,NaN,FARMING 99,99 Farming
,1270,Obtain 50 Million Firemaking XP,Obtain 50 million experience in your Firemaking skill.,General,,,4,Elite,NaN,FIREMAKING 99,99 Firemaking
,1271,Obtain 50 Million Fishing XP,Obtain 50 million experience in your Fishing skill.,General,,,4,Elite,NaN,FISHING 99,99 Fishing
,1272,Obtain 50 Million Fletching XP,Obtain 50 million experience in your Fletching skill.,General,,,4,Elite,NaN,FLETCHING 99,99 Fletching
,1273,Obtain 50 Million Herblore XP,Obtain 50 million experience in your Herblore skill.,General,,,4,Elite,NaN,HERBLORE 99,99 Herblore
,1274,Obtain 50 Million Hitpoints XP,Obtain 50 million experience in your Hitpoints skill.,General,,,4,Elite,NaN,HITPOINTS 99,99 Hitpoints
,1275,Obtain 50 Million Hunter XP,Obtain 50 million experience in your Hunter skill.,General,,,4,Elite,NaN,HUNTER 99,99 Hunter
,1276,Obtain 50 Million Magic XP,Obtain 50 million experience in your Magic skill.,General,,,4,Elite,NaN,MAGIC 99,99 Magic
,1277,Obtain 50 Million Mining XP,Obtain 50 million experience in your Mining skill.,General,,,4,Elite,NaN,MINING 99,99 Mining
,1278,Obtain 50 Million Prayer XP,Obtain 50 million experience in your Prayer skill.,General,,,4,Elite,NaN,PRAYER 99,99 Prayer
,1279,Obtain 50 Million Ranged XP,Obtain 50 million experience in your Ranged skill.,General,,,4,Elite,NaN,RANGED 99,99 Ranged
,1280,Obtain 50 Million Runecraft XP,Obtain 50 million experience in your Runecraft skill.,General,,,4,Elite,NaN,RUNECRAFT 99,99 Runecraft
,1281,Obtain 50 Million Slayer XP,Obtain 50 million experience in your Slayer skill.,General,,,4,Elite,NaN,SLAYER 99,99 Slayer
,1282,Obtain 50 Million Smithing XP,Obtain 50 million experience in your Smithing skill.,General,,,4,Elite,NaN,SMITHING 99,99 Smithing
,1283,Obtain 50 Million Strength XP,Obtain 50 million experience in your Strength skill.,General,,,4,Elite,NaN,STRENGTH 99,99 Strength
,1284,Obtain 50 Million Thieving XP,Obtain 50 million experience in your Thieving skill.,General,,,4,Elite,NaN,THIEVING 99,99 Thieving
,1285,Obtain 50 Million Woodcutting XP,Obtain 50 million experience in your Woodcutting skill.,General,,,4,Elite,NaN,WOODCUTTING 99,99 Woodcutting
,1286,Obtain a Skilling Pet,Obtain any Skilling Pet.,General,,,4,Elite,0.5,,
,1287,Reach Base Level 80,Reach level 80 in every skill.,General,,,4,Elite,NaN,,
,1288,Reach Base Level 90,Reach level 90 in every skill.,General,,,4,Elite,NaN,,
,1289,Reach Level 99 Agility,Reach level 99 in your Agility skill.,General,,,4,Elite,NaN,AGILITY 99,99 Agility
,1290,Reach Level 99 Attack,Reach level 99 in your Attack skill.,General,,,4,Elite,NaN,ATTACK 99,99 Attack
,1291,Reach Level 99 Construction,Reach level 99 in your Construction skill.,General,,,4,Elite,NaN,CONSTRUCTION 99,99 Construction
,1292,Reach Level 99 Cooking,Reach level 99 in your Cooking skill.,General,,,4,Elite,NaN,COOKING 99,99 Cooking
,1293,Reach Level 99 Crafting,Reach level 99 in your Crafting skill.,General,,,4,Elite,NaN,CRAFTING 99,99 Crafting
,1294,Reach Level 99 Defence,Reach level 99 in your Defence skill.,General,,,4,Elite,NaN,DEFENCE 99,99 Defence
,1295,Reach Level 99 Farming,Reach level 99 in your Farming skill.,General,,,4,Elite,NaN,FARMING 99,99 Farming
,1296,Reach Level 99 Firemaking,Reach level 99 in your Firemaking skill.,General,,,4,Elite,NaN,FIREMAKING 99,99 Firemaking
,1297,Reach Level 99 Fishing,Reach level 99 in your Fishing skill.,General,,,4,Elite,NaN,FISHING 99,99 Fishing
,1298,Reach Level 99 Fletching,Reach level 99 in your Fletching skill.,General,,,4,Elite,0.2,FLETCHING 99,99 Fletching
,1299,Reach Level 99 Herblore,Reach level 99 in your Herblore skill.,General,,,4,Elite,NaN,HERBLORE 99,99 Herblore
,1300,Reach Level 99 Hitpoints,Reach level 99 in your Hitpoints skill.,General,,,4,Elite,NaN,HITPOINTS 99,99 Hitpoints
,1301,Reach Level 99 Hunter,Reach level 99 in your Hunter skill.,General,,,4,Elite,0.2,HUNTER 99,99 Hunter
,1302,Reach Level 99 Magic,Reach level 99 in your Magic skill.,General,,,4,Elite,NaN,MAGIC 99,99 Magic
,1303,Reach Level 99 Mining,Reach level 99 in your Mining skill.,General,,,4,Elite,NaN,MINING 99,99 Mining
,1304,Reach Level 99 Prayer,Reach level 99 in your Prayer skill.,General,,,4,Elite,NaN,PRAYER 99,99 Prayer
,1305,Reach Level 99 Ranged,Reach level 99 in your Ranged skill.,General,,,4,Elite,NaN,RANGED 99,99 Ranged
,1306,Reach Level 99 Runecraft,Reach level 99 in your Runecraft skill.,General,,,4,Elite,NaN,RUNECRAFT 99,99 Runecraft
,1307,Reach Level 99 Slayer,Reach level 99 in your Slayer skill.,General,,,4,Elite,NaN,SLAYER 99,99 Slayer
,1308,Reach Level 99 Smithing,Reach level 99 in your Smithing skill.,General,,,4,Elite,NaN,SMITHING 99,99 Smithing
,1309,Reach Level 99 Strength,Reach level 99 in your Strength skill.,General,,,4,Elite,NaN,STRENGTH 99,99 Strength
,1310,Reach Level 99 Thieving,Reach level 99 in your Thieving skill.,General,,,4,Elite,0.1,THIEVING 99,99 Thieving
,1311,Reach Level 99 Woodcutting,Reach level 99 in your Woodcutting skill.,General,,,4,Elite,NaN,WOODCUTTING 99,99 Woodcutting
,1312,Reach Total Level 2000,Reach a Total Level of 2000.,General,,,4,Elite,NaN,,
,1313,Reach Total Level 2100,Reach a Total Level of 2100.,General,,,4,Elite,NaN,,
,1314,Reach Total Level 2200,Reach a Total Level of 2200.,General,,,4,Elite,NaN,,
,1315,Smith a Dragonfire Shield,Use an Anvil to smith a Dragonfire Shield.,General,,,4,Elite,NaN,SMITHING 90,90 Smithing
,1316,Perilous Moons Combat Achievements,Complete all of the Combat Achievements for Perilous Moons.,Varlamore,,,4,Elite,NaN,,
,1317,Vardorvis Combat Achievements,Complete all of the Combat Achievements for Vardorvis.,Varlamore,,,4,Elite,NaN,,
,1318,"Obtain 40,000 Glory","Obtain 40,000 Glory in the Fortis Colosseum.",Varlamore,,,4,Elite,NaN,,
,1319,Complete 1 Deep delve,Defeat the Doom of Mokhiatl at delve level 8.,Varlamore,,,4,Elite,NaN,,
,1320,Complete 25 Deep delves,Defeat the Doom of Mokhiatl at delve level 8 or above 25 times.,Varlamore,,,4,Elite,NaN,,
,1321,Complete 75 Deep delves,Defeat the Doom of Mokhiatl at delve level 8 or above 75 times.,Varlamore,,,4,Elite,NaN,,
,1322,Complete Wave 12 of Fortis Colosseum,Complete wave 12 of Fortis Colosseum. This task earns one Demonic Pact.,Varlamore,,,4,Elite,NaN,,
,1323,Defeat Awakened Vardorvis,Defeat Awakened Vardorvis. This task earns one Demonic Pact.,Varlamore,,,4,Elite,NaN,,
,1324,Defeat Vardorvis 300 times,Defeat Vardorvis 300 times.,Varlamore,,,4,Elite,NaN,,
,1325,Defeat Sol Heredit 10 times,Defeat Sol Heredit 10 times.,Varlamore,,,4,Elite,NaN,,
,1326,Defeat Sol Heredit 5 times,Defeat Sol Heredit 5 times.,Varlamore,,,4,Elite,NaN,,
,1327,Equip a Tecu Salamander,Equip a Tecu Salamander.,Varlamore,,,4,Elite,NaN,HUNTER 79; ATTACK 80; RANGED 80; MAGIC 80,"79 Hunter,  80 Attack,  80 Ranged,  80 Magic"
,1328,Equip Avernic Treads,Equip avernic treads. This task earns one Demonic Pact.,Varlamore,,,4,Elite,NaN,DEFENCE 80; MAGIC 80; RANGED 80; STRENGTH 80,"80 Defence,  80 Magic, 80 Ranged,  80 Strength"
,1329,Equip the Confliction gauntlets,Equip the Confliction gauntlets.,Varlamore,,,4,Elite,NaN,HITPOINTS 90,90 Hitpoints
,1330,Equip the Eye of Ayak,Equip the Eye of ayak.,Varlamore,,,4,Elite,NaN,,
,1331,Equip the Ultor Ring,Equip the Ultor Ring.,Varlamore,,,4,Elite,NaN,,
,1332,Equip Tonalztics of Ralos,Equip Tonalztics of Ralos.,Varlamore,,,4,Elite,NaN,RANGED 75,75 Ranged
,1333,Open the Varlamore Moon Chest,Open the Varlamore Moon Chest.,Varlamore,,,4,Elite,NaN,,
,1334,Store 10k bowstrings inside a bowstring spool,"Store at least 10,000 bowstrings inside a bowstring spool.",Varlamore,,,4,Elite,NaN,,
,1335,Purchase the Chugging Barrel,Purchase the Chugging Barrel from the Mixology shop.,Varlamore,,,4,Elite,NaN,HERBLORE 60,60 Herblore
,1336,Catch 50 Moonlight Antelopes,Catch 50 Moonlight Antelopes.,Varlamore,,,4,Elite,0.8,HUNTER 91,91 Hunter
,1337,Fully decorate a Redwood totem in the Auburn Valley,Fully decorate a Redwood totem in the Auburn Valley.,Varlamore,,,4,Elite,0.1,FLETCHING 90,90 Fletching
,1338,Complete the Elite Karamja Diary,Complete all of the Elite tasks in the   Karamja Achievement Diary.,Karamja,,,4,Elite,NaN,,See   Karamja Diary#Elite
,1339,Complete the Fight Caves 10 Times,Complete the TzHaar Fight Cave in Mor Ul Rek 10 times.,Karamja,,,4,Elite,NaN,,
,1340,Complete the Fight Caves 5 Times,Complete the TzHaar Fight Cave in Mor Ul Rek 5 times.,Karamja,,,4,Elite,NaN,,
,1341,Equip a Fire Cape,Equip a fire cape. This task earns one Demonic Pact.,Karamja,,,4,Elite,0.1,,Completion of   TzHaar Fight Cave
,1342,Sacrifice a Fire Cape to Access the Inferno,Sacrifice a Fire Cape to access the Inferno in Mor Ul Rek.,Karamja,,,4,Elite,NaN,,Completion of   TzHaar Fight Cave
,1343,Complete the Inferno 10 Times,Complete the Inferno in Mor Ul Rek 10 times.,Karamja,,,4,Elite,NaN,,
,1344,Complete the Inferno 5 Times,Complete the Inferno in Mor Ul Rek 5 times.,Karamja,,,4,Elite,NaN,,
,1345,Complete Tzhaar-Ket-Rak's fifth challenge,Complete Tzhaar-Ket-Rak's fifth challenge.,Karamja,,,4,Elite,NaN,,Fire cape
,1346,Complete Tzhaar-Ket-Rak's fourth challenge,Complete Tzhaar-Ket-Rak's fourth challenge.,Karamja,,,4,Elite,NaN,,Fire cape
,1347,Complete Tzhaar-Ket-Rak's sixth challenge,Complete Tzhaar-Ket-Rak's sixth challenge.,Karamja,,,4,Elite,NaN,,Fire cape
,1348,Pay Saniboch for Permanent Access,Pay Saniboch for Permanent Access into his dungeon.,Karamja,,,4,Elite,3.2,,"1,000,000 coins"
,1349,Purchase an Onyx in Mor Ul Rek,Purchase an Onyx from an Ore and Gem Store in Mor Ul Rek.,Karamja,,,4,Elite,1.1,,
,1350,Pickpocket a Diamond From a TzHaar,Pickpocket an uncut diamond from a TzHaar-Hur.,Karamja,,,4,Elite,NaN,THIEVING 90,90 Thieving Fire cape
,1351,Grow a spirit tree on Karamja,Check the health of a Spirit tree you've grown on Karamja.,Karamja,,,4,Elite,NaN,,
,1352,The Whisperer Combat Achievements,Complete all of the Combat Achievements for The Whisperer.,Asgarnia,,,4,Elite,NaN,,See The Whisperer#Combat Achievements See The Whisperer#Combat Achievements
,1353,Complete the Elite Falador Diary,Complete all of the Elite tasks in the   Falador Achievement Diary.,Asgarnia,,,4,Elite,NaN,,See   Falador Diary#Elite
,1354,Defeat Any God Wars Dungeon Boss 500 Times,Defeat any one of the God Wars Dungeon bosses 500 times.,Asgarnia,,,4,Elite,NaN,HITPOINTS 70; AGILITY 70; RANGED 70; STRENGTH 70,"70 Hitpoints,  70 Agility,  70 Ranged, or  70 Strength"
,1355,Defeat Awakened Whisperer,Defeat Awakened Whisperer. This task earns one Demonic Pact.,Asgarnia,,,4,Elite,NaN,,
,1356,Defeat Cerberus 300 times,Defeat Cerberus 300 times.,Asgarnia,,,4,Elite,NaN,SLAYER 91,91 Slayer
,1357,Defeat Whisperer 300 times,Defeat Whisperer 300 times.,Asgarnia,,,4,Elite,NaN,,
,1358,Defeat Nex 200 Times,Defeat Nex 200 times.,Asgarnia,,,4,Elite,NaN,,
,1359,Equip a Full Armadyl Armour Set,Equip a full set of Armadyl Armour.,Asgarnia,,,4,Elite,NaN,RANGED 70; DEFENCE 70,"70 Ranged,  70 Defence"
,1360,Equip a Full Bandos Armour Set,Equip a full set of Bandos Armour.,Asgarnia,,,4,Elite,NaN,STRENGTH 70; DEFENCE 65,"70 Strength,  65 Defence"
,1361,Equip a full set of the Carpenters Outfit,Equip a full set of the Carpenters Outfit.,Asgarnia,,,4,Elite,NaN,,
,1362,Equip a Godsword,Equip any Godsword. This task earns one Demonic Pact.,Asgarnia,,,4,Elite,NaN,ATTACK 75; SMITHING 80; HITPOINTS 70; AGILITY 70; RANGED 70; STRENGTH 70,"75 Attack,  80 Smithing, one of  70 Hitpoints,  70 Agility,  70 Ranged, or  70 Strength"
,1363,Equip a Piece of the Armadyl Armour Set,Equip any piece of the Armadyl Armour set.,Asgarnia,,,4,Elite,NaN,RANGED 70; DEFENCE 70,"70 Ranged,  70 Defence"
,1364,Equip a Piece of the Bandos Armour Set,Equip any piece of the Bandos Armour set.,Asgarnia,,,4,Elite,NaN,STRENGTH 70; DEFENCE 65,"70 Strength,  65 Defence"
,1365,Equip a Piece of Torva Armour,"Equip either a Torva full helm, a Torva platebody or some Torva platelegs.",Asgarnia,,,4,Elite,NaN,DEFENCE 80; AGILITY 70; HITPOINTS 70; RANGED 70; STRENGTH 70,"80 Defence,  70 Agility,  70 Hitpoints,  70 Ranged,  70 Strength Completion of   The Frozen Door"
,1366,Equip a Staff of the Dead,Equip a Staff of the Dead.,Asgarnia,,,4,Elite,NaN,ATTACK 75; MAGIC 75; HITPOINTS 70,"75 Attack,  75 Magic,  70 Hitpoints"
,1367,Equip a Zaryte Crossbow,Equip a Zaryte Crossbow.,Asgarnia,,,4,Elite,NaN,RANGED 80; AGILITY 70; HITPOINTS 70; STRENGTH 70,"80 Ranged,  70 Agility,  70 Hitpoints,  70 Strength Completion of   The Frozen Door"
,1368,Equip an Armadyl Crossbow,Equip an Armadyl Crossbow.,Asgarnia,,,4,Elite,NaN,RANGED 70; AGILITY 70,"70 Ranged,  70 Agility"
,1369,"Equip Some Primordial, Pegasian or Eternal Boots","Equip either some Primordial Boots, some Pegasian Boots or some Eternal Boots.",Asgarnia,,,4,Elite,NaN,SLAYER 91; DEFENCE 75; MAGIC 60; RUNECRAFT 60; ATTACK 75; RANGED 75; MAGIC 75,"91 Slayer,  75 Defence,  60 Magic,  60 Runecraft, and one of  75 Attack,  75 Ranged or  75 Magic"
,1370,Equip the Bellator Ring,Equip the bellator ring. This task earns one Demonic Pact.,Asgarnia,,,4,Elite,NaN,,
,1371,Equip some Zaryte Vambraces,Equip some Zaryte vambraces.,Asgarnia,,,4,Elite,NaN,RANGED 80; DEFENCE 45; AGILITY 70; HITPOINTS 70; STRENGTH 70,"80 Ranged,  45 Defence,  70 Agility,  70 Hitpoints,  70 Strength Completion of   The Frozen Door"
,1372,Equip a Full Graceful Outfit,Equip a full set of Graceful gear.,Asgarnia,,,4,Elite,2.8,,
,1373,Equip a Full set of Golden Prospector,"Equip a Golden prospector helmet, a Golden prospector jacket, some Golden prospector legs and Golden prospector boots.",Asgarnia,,,4,Elite,NaN,MINING 30,30 Mining
,1374,Equip a Full Set of Torva Armour,"Equip a Torva full helm, a Torva platebody and some Torva platelegs.",Asgarnia,,,4,Elite,NaN,DEFENCE 80; AGILITY 70; HITPOINTS 70; RANGED 70; STRENGTH 70,"80 Defence,  70 Agility,  70 Hitpoints,  70 Ranged,  70 Strength Completion of   The Frozen Door"
,1375,The Leviathan Combat Achievements,Complete all of the Combat Achievements for The Leviathan.,Desert,,,4,Elite,NaN,,See The Leviathan#Combat Achievements See The Leviathan#Combat Achievements
,1376,Complete the Elite Desert Diary,Complete all of the Elite tasks in the   Desert Achievement Diary.,Desert,,,4,Elite,NaN,,See   Desert Diary#Elite
,1377,Hit 150 with the Keris Partisan,Hit 150 damage or more with the Keris Partisan.,Desert,,,4,Elite,NaN,ATTACK 65,65 Attack Completion of   Beneath Cursed Sands
,1378,Cast Ice Barrage,Cast the Ice Barrage spell. This task earns one Demonic Pact.,Desert,,,4,Elite,26.1,MAGIC 94,94 Magic
,1379,Complete Tombs of Amascut 50 times,Complete Tombs of Amascut on normal or Expert 50 times.,Desert,,,4,Elite,NaN,,Completion of   Beneath Cursed Sands
,1380,Defeat Awakened Leviathan,Defeat Awakened Leviathan. This task earns one Demonic Pact.,Desert,,,4,Elite,NaN,,
,1381,Defeat Leviathan 300 times,Defeat Leviathan 300 times.,Desert,,,4,Elite,NaN,,
,1382,Equip a Dragon Chainbody in the Kharidian Desert,Equip a dragon chainbody in the Kharidian Desert. This task earns one Demonic Pact.,Desert,,,4,Elite,0.9,DEFENCE 60,60 Defence
,1383,Equip a Mage's Book,Equip a mage's book.,Desert,,,4,Elite,0.9,MAGIC 60,"60 Magic Pizzazz points:
500 telekinetic
550 alchemist
6,000 enchantment
500 graveyard"
,1384,Equip a Master Wand,Equip a master wand.,Desert,,,4,Elite,3.5,MAGIC 60,"60 Magic Pizzazz points (from scratch):
480 telekinetic
530 alchemist
4,800 enchantment
480 graveyard"
,1385,Equip a Piece of Masori Armour,"Equip either a Masori mask, a Masori body or some Masori chaps. This task earns one Demonic Pact.",Desert,,,4,Elite,NaN,RANGED 80; DEFENCE 30,"80 Ranged,  30 Defence Completion of   Beneath Cursed Sands"
,1386,Equip a Piece of the Infinity Robe Set,Equip any piece of the Infinity robe set.,Desert,,,4,Elite,5.2,MAGIC 50; DEFENCE 25,"50 Magic,  25 Defence"
,1387,Equip the Osmumten's Fang,Equip the Osmumten's fang.,Desert,,,4,Elite,NaN,ATTACK 82,82 Attack Completion of   Beneath Cursed Sands
,1388,Equip the Elidinis Ward,Equip the Elidinis ward.,Desert,,,4,Elite,NaN,MAGIC 80; DEFENCE 80; PRAYER 80,"80 Magic,  80 Defence,  80 Prayer Completion of   Beneath Cursed Sands"
,1389,Equip the Venator Ring,Equip the venator ring. This task earns one Demonic Pact.,Desert,,,4,Elite,NaN,,
,1390,Equip a full set of Raiment of the eye,"Equip a full set of the Raiment of the Eye outfit, purchased from the Guardians of the Rift minigame.",Desert,,,4,Elite,NaN,RUNECRAFT 27,"27 Runecraft 1,350 abyssal pearls"
,1391,Turn in 50 Summer Sq'irkjuices to Osman,Turn in 50 Summer Sq'irkjuices to Osman in Al Kharid.,Desert,,,4,Elite,NaN,THIEVING 65,65 Thieving
,1392,"Smith 1,000 Rune Dart Tips","Use an Anvil to smith 1,000 Rune Dart Tips.",Desert,,,4,Elite,NaN,SMITHING 89,89 Smithing
,1393,Craft a Ghorrock Teleport Tablet,Craft a Ghorrock Teleport Tablet.,Desert,,,4,Elite,0.9,MAGIC 96,96 Magic
,1394,Fletch 200 Dragon Darts,Fletch 200 Dragon Darts.,Desert,,,4,Elite,NaN,FLETCHING 95,95 Fletching
,1395,Phantom Muspah Combat Achievements,Complete all of the Combat Achievements for Phantom Muspah.,Fremennik,,,4,Elite,NaN,,See Phantom Muspah#Combat Achievements See Phantom Muspah#Combat Achievements
,1396,Vorkath Combat Achievements,Complete all of the Combat Achievements for Vorkath.,Fremennik,,,4,Elite,NaN,,See Vorkath#Combat Achievements See Vorkath#Combat Achievements
,1397,Complete the Elite Fremennik Diary,Complete all of the Elite tasks in the   Fremennik Achievement Diary.,Fremennik,,,4,Elite,NaN,,See   Fremennik Diary#Elite
,1398,Dagannoth Kings Combat Achievements,Complete all of the Combat Achievements for all three Dagannoth Kings.,Fremennik,,,4,Elite,NaN,,See Dagannoth Kings#Combat Achievements See Dagannoth Kings#Combat Achievements
,1399,Duke Sucellus Combat Achievements,Complete all of the Combat Achievements for Duke Sucellus.,Fremennik,,,4,Elite,NaN,,See Duke Sucellus#Combat Achievements See Duke Sucellus#Combat Achievements
,1400,Defeat Awakened Duke Sucellus,Defeat Awakened Duke Sucellus. This task earns one Demonic Pact.,Fremennik,,,4,Elite,NaN,,
,1401,Defeat Duke Sucellus 300 times,Defeat Duke Sucellus 300 times.,Fremennik,,,4,Elite,NaN,,
,1402,Defeat Each Dagannoth King 300 Times,Defeat all three of the Dagannoth Kings in the Waterbirth Island Dungeon 300 times.,Fremennik,,,4,Elite,NaN,,
,1403,Defeat Phantom Muspah 300 times,Defeat Phantom Muspah 300 times.,Fremennik,,,4,Elite,NaN,,
,1404,Defeat Vorkath 300 Times,Defeat Vorkath on Ungael 300 times.,Fremennik,,,4,Elite,NaN,,
,1405,Defeat Vorkath 5 Times Without Special Damage,"Defeat Vorkath on Ungael 5 times in a row, without taking any damage from his special attacks, and without leaving his area. Failing this task requires you to leave the instance to try again. This task earns one Demonic Pact.",Fremennik,,,4,Elite,NaN,,
,1406,Equip a Completed God Book,Equip a completed God Book.,Fremennik,,,4,Elite,NaN,,
,1407,Equip a Dragon Crossbow,Equip a Dragon Crossbow.,Fremennik,,,4,Elite,NaN,RANGED 64; FLETCHING 78,"64 Ranged,  78 Fletching"
,1408,Equip a Dragonbone Necklace,Equip a Dragonbone Necklace.,Fremennik,,,4,Elite,NaN,PRAYER 70,70 Prayer
,1409,Equip a Dragonfire Ward,Equip a Dragonfire Ward.,Fremennik,,,4,Elite,NaN,DEFENCE 70; RANGED 70,"70 Defence,  70 Ranged"
,1410,Equip a Neitiznot Faceguard,Equip a Neitiznot Faceguard.,Fremennik,,,4,Elite,NaN,DEFENCE 70; SLAYER 60,"70 Defence,  60 Slayer Completion of   The Fremennik Exiles"
,1411,Equip Every Dagannoth King Ring,"Equip an Archer's ring, a Berserker ring, a Seer's ring and a Warrior ring.",Fremennik,,,4,Elite,NaN,,
,1412,Equip the Magus Ring,Equip the magus ring. This task earns one Demonic Pact.,Fremennik,,,4,Elite,NaN,,
,1413,Equip the Venator Bow,Equip the Venator Bow.,Fremennik,,,4,Elite,NaN,RANGED 80,80 Ranged
,1414,Equip an Ice Ancient Sceptre,Equip an Ice ancient sceptre.,Fremennik,,,4,Elite,NaN,MAGIC 75; STRENGTH 60; ATTACK 50,"75 Magic,  60 Strength,  50 Attack"
,1415,Make 50 Forgotten Brews,Make 50 Forgotten Brews.,Fremennik,,,4,Elite,NaN,HERBLORE 91,91 Herblore
,1416,Blast Furnace 100 Runite Bars,Smelt 100 Runite bars at the Blast Furnace.,Fremennik,,,4,Elite,NaN,SMITHING 85,85 Smithing
,1417,Mine 1000 Ancient Essence,"Mine 1,000 ancient essence from ancient essence crystals in the Ghorrock Dungeon.",Fremennik,,,4,Elite,NaN,MINING 75,75 Mining
,1418,Complete the Elite Ardougne Diary,Complete all of the Elite tasks in the   Ardougne Achievement Diary.,Kandarin,,,4,Elite,NaN,,See   Ardougne Diary#Elite
,1419,Complete the Elite Kandarin Diary,Complete all of the Elite tasks in the   Kandarin Achievement Diary.,Kandarin,,,4,Elite,NaN,,See   Kandarin Diary#Elite
,1420,Use the Piety Prayer,Use the Piety Prayer.,Kandarin,,,4,Elite,NaN,PRAYER 70; DEFENCE 70,"70 Prayer,  70 Defence Completion of   Knight Waves or Grimoire relic"
,1421,Defeat 300 Demonic Gorillas,Defeat 300 Demonic Gorillas in the Crash Site Cavern.,Kandarin,,,4,Elite,NaN,,
,1422,Defeat 500 Demonic Gorillas,Defeat 500 Demonic Gorillas in the Crash Site Cavern.,Kandarin,,,4,Elite,NaN,,
,1423,Defeat the Kraken Boss 300 Times,Defeat the Kraken boss in Kraken Cove 300 times.,Kandarin,,,4,Elite,NaN,SLAYER 87,87 Slayer
,1424,Defeat Galvek again,Defeat Galvek again using the Pool of Dreams in the Myths' Guild.,Kandarin,,,4,Elite,NaN,,
,1425,Equip a Dragon Archer Chompy Hat,Equip a dragon archer chompy hat.,Kandarin,,,4,Elite,NaN,FLETCHING 5; RANGED 30,"5 Fletching,  30 Ranged 2,250 chompy bird kills"
,1426,Equip a Fighter Torso,Equip a Fighter Torso.,Kandarin,,,4,Elite,NaN,DEFENCE 40,40 Defence
,1427,Equip a Heavy Ballista,Equip a Heavy Ballista.,Kandarin,,,4,Elite,NaN,RANGED 75; FLETCHING 72,"75 Ranged,  72 Fletching"
,1428,Equip a Light Ballista,Equip a Light Ballista.,Kandarin,,,4,Elite,NaN,RANGED 65,65 Ranged
,1429,Equip an Abyssal Tentacle,Equip an abyssal tentacle. This task earns one Demonic Pact.,Kandarin,,,4,Elite,NaN,MAGIC 50; ATTACK 75; SLAYER 87,"50 Magic,  75 Attack,  87 Slayer"
,1430,Equip an Occult Necklace,Equip an occult necklace. This task earns one Demonic Pact.,Kandarin,,,4,Elite,NaN,MAGIC 70; SLAYER 93,"70 Magic,  93 Slayer"
,1431,Equip Some Zenyte Jewelry,Equip any piece of zenyte jewelry. This task earns one Demonic Pact.,Kandarin,,,4,Elite,NaN,CRAFTING 89,89 Crafting
,1432,Equip a Maniacal Monkey Backpack,Equip a Maniacal Monkey Backpack.,Kandarin,,,4,Elite,NaN,AGILITY 48,48 Agility
,1433,Get 1000 Target points,Achieve 1000 points in the Target minigame in the Ranging Guild.,Kandarin,,,4,Elite,NaN,RANGED 40,40 Ranged
,1434,Reach Level 5 in Any Barbarian Assault Role,Reach level 5 in any Barbarian Assault Role.,Kandarin,,,4,Elite,NaN,,
,1435,Travel Between Your Spirit Trees,Travel between any two Spirit Trees that you've grown.,Kandarin,,,4,Elite,NaN,FARMING 91,91 Farming
,1436,Barehand catch a Shark,Barehand catch a Shark.,Kandarin,,,4,Elite,NaN,FISHING 96; STRENGTH 76,"96 Fishing,  76 Strength Partial completion of   Barbarian Training"
,1437,Catch 150 Red Chinchompas in Kandarin,Catch 150 Red Chinchompas in Kandarin.,Kandarin,,,4,Elite,17.6,HUNTER 63,63 Hunter
,1438,Check a grown Dragonfruit Tree in Catherby,Check the health of a Dragonfruit Tree you've grown in Catherby.,Kandarin,,,4,Elite,NaN,FARMING 81,81 Farming
